StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_4_TEXT,Q5,Q5_3_TEXT,Q6,Q10,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18,Q19,Q20_First Click,Q20_Last Click,Q20_Page Submit,Q20_Click Count,Q21,Q22,Q23,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q25,Q26,Q27,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q29,Q30,Q31,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q33,Q34,Q35,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q38,Q39,Q40_First Click,Q40_Last Click,Q40_Page Submit,Q40_Click Count,Q41,Q42,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q45,Q46,Q47,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,Q49,Q50,Q51,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,Q53,Q54,Q55,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,Q57,Q58,Q59,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q61,Q62,Q63,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q65,Q66,Q67,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q69,Q70,Q71,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q73,Q74,Q75,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77,Q78,Q79,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q81,Q82,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q85,Q86,Q87,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q91,Q92,Q92_1_TEXT,Q93,Q94,Q96,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q111
2019-10-30 09:05:24,2019-10-30 09:14:35,IP Address,145.107.49.220,100,551,True,2019-10-30 09:14:35,R_26f4h8qQh7oqiHe,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,24,Female,,No,,19831,0,0,2.123,0,I did not recognise the person,,2844938,0,0,1.878,0,I did not recognise the person,,34350,0,0,2.504,0,I did not recognise the person,,105389,0,0,1.875,0,I did not recognise the person,,1024181,0,0,2.111,0,I did not recognise the person,Barack Obama,534366,1.662,1.662,5.865,1,I got it right,Robert Pattinson,24041298,1.468,1.468,53.687,1,I got it right,Katy Perry,16477368,1.387,6.07,7.445,2,I got it right,,20913246,0,0,2.293,0,"I recognised the person, but I could not remember their name",Taylor Swift,5422144,6.227,6.227,10.211,1,I got it right,,6844407,0,0,14.298,0,"I recognised the person, but I could not remember their name",,594667,0,0,2.549,0,I did not recognise the person,,2941511,0,0,1.934,0,I did not recognise the person,,67404,0,0,1.708,0,I did not recognise the person,Amy Winehouse,939583,1.456,1.456,4.274,1,I got it right,,2629332,0,0,7.976,0,"I recognised the person, but I could not remember their name",,879015,0,0,4.601,0,I did not recognise the person,,5052197,0,0,1.301,0,"I recognised the person, but I could not remember their name",,760163,0,0,1.765,0,"I recognised the person, but I could not remember their name",,1783180,0,0,1.675,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,16,Humanities,Netherlands,FENOLI29,Yes,up to 5 years,IM_eEBneNX4zdufHeZ,Quite good,Good,Quite good,6-7.5 hours,Quite good,<1 glasses,No,No,,.
2019-10-30 09:13:15,2019-10-30 09:22:47,IP Address,188.88.166.19,100,571,True,2019-10-30 09:22:47,R_1IW8lYlw1tbeepS,,,,,51.4593048095703125,5.4644012451171875,anonymous,EN,No,,Please write your answer below:,22,Male,,No,Eminem,4429395,3.238,10.001,12.365,5,I got it right,Barack Obama,534366,0.9,0.9,6.952,1,I got it right,,5792809,0,0,4.663,0,"I recognised the person, but I could not remember their name",,365193,0,0,2.901,0,I did not recognise the person,,495350,0,0,4.478,0,I did not recognise the person,,16095,0,0,6.868,0,I did not recognise the person,,8786,0,0,11.149,0,"I recognised the person, but I could not remember their name",,157487,0,0,8.253,0,I did not recognise the person,,169602,0,0,8.6,0,I did not recognise the person,,16707,0,0,6.403,0,"I recognised the person, but I could not remember their name",,1713217,0,0,34.479,0,I did not recognise the person,Miley Cyrus,8135890,1.5,1.5,4.927,1,I got it right,Johnny Depp,71870,1.901,1.901,7.485,1,I got it right,,660446,0,0,3.701,0,I did not recognise the person,,45218,0,0,14.8,0,I did not recognise the person,,20455,0,0,4.764,0,"I recognised the person, but I could not remember their name",,8394247,17.6,17.6,23.337,1,"I recognised the person, but I could not remember their name",Morgan Freeman,16844,1.6,1.6,5.2,1,I did not recognise the person,,4311446,0,0,2.088,0,I did not recognise the person,,162617,0,0,3.18,0,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,5,Other,Netherlands,BAELTI23,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Good,Good,Quite good,6-7.5 hours,Quite good,<1 glasses,No,No,,nvt
2019-10-30 09:14:27,2019-10-30 09:23:28,IP Address,137.56.60.19,100,541,True,2019-10-30 09:23:29,R_yPWdCql9pPFBdGV,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,23,Female,,No,,44849,0,0,30.982,0,"I recognised the person, but I could not remember their name",,57570,0,0,0,0,I did not recognise the person,Miley Cyrus,8135890,1.551,1.551,12.569,1,I got it right,,23292229,0,0,3.744,0,I did not recognise the person,,45979,0,0,5.801,0,"I recognised the person, but I could not remember their name",Shakira,6479315,4.839,4.839,7.333,1,I got it right,,71870,1.305,1.305,6.649,1,"I recognised the person, but I could not remember their name",,629851,0,0,2.891,0,I did not recognise the person,,1116998,0,0,4.255,0,I did not recognise the person,,739547,2.114,2.114,10.961,1,"I recognised the person, but I could not remember their name",,2397,0,0,1.16,0,I did not recognise the person,"Avril ",165507,1.556,1.556,3.734,1,I got it right,Lady Gaga,17782843,2.735,2.735,4.796,1,I got it right,Lil wayne,168540,1.249,1.249,3.02,1,I got it right,Zoeey Deschanel,936829,1.341,27.989,40.542,2,I got it right,Beatrix,12153654,1.469,1.469,3.469,1,I did not recognise the person,,534636,0,0,7.78,0,I did not recognise the person,Micheal jackson,14995351,1.476,1.476,6.085,1,I got it right,,700310,1.607,1.607,6.459,1,I did not recognise the person,,213163,0,0,3.3,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,Netherlands,PHMAKE18,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Quite good,6-7.5 hours,Adequate,3+ glasses,No,No,,/
2019-10-30 09:12:47,2019-10-30 09:24:44,IP Address,137.56.1.145,100,717,True,2019-10-30 09:24:45,R_3M3g7HkT5kLnJOk,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,Messi,2150841,1.5,1.5,4.175,1,I got it right,,19222532,0,0,3.33,0,I did not recognise the person,,154247,11.149,11.149,12.515,1,I did not recognise the person,Jennifer Lopez,16175,1.315,1.315,7.012,1,I got it right,,6824,1.661,1.661,2.638,1,I did not recognise the person,,21491340,0,0,4.482,0,I did not recognise the person,,276348,0,0,2.177,0,I did not recognise the person,,17837763,0,0,2.087,0,I did not recognise the person,,551643,0,0,2.155,0,I did not recognise the person,,365193,0,0,1.598,0,I did not recognise the person,Liam Hemsworth,20022961,2.046,2.046,28.378,1,I got it right,,299734,0,0,4.266,0,I did not recognise the person,,690389,0,0,4.401,0,I did not recognise the person,,148784,0,0,10.576,0,I did not recognise the person,jay-z,168540,20.93,26.413,26.893,3,"I got it wrong, but the correct name was “on the tip of my tongue”",,24953,0,0,5.816,0,I did not recognise the person,,10567534,0,0,4.038,0,I did not recognise the person,,1769827,0,0,4.137,0,"I recognised the person, but I could not remember their name",,598363,1.881,1.881,2.463,1,I did not recognise the person,,171593,0,0,2.515,0,I did not recognise the person,Some university,Please write your answer below:,13,Other,Netherlands,JAMAZW21,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Adequate,6-7.5 hours,Adequate,<1 glasses,No,No,,I made a mistake by the question how many years i have had education. I forgot to count high school. so the correct answer is: 18. I wasn't able to go back to fill in the right answer.
2019-10-30 09:19:55,2019-10-30 09:28:25,IP Address,137.56.51.236,100,510,True,2019-10-30 09:28:26,R_12GDl4LxWhPMFV7,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,18,Female,,No,John legend,15852,3.532,12.287,15.707,2,"I got it wrong, but the correct name was “on the tip of my tongue”",,200750,0,0,2.597,0,I did not recognise the person,,8401973,0,0,2.905,0,I did not recognise the person,Elvis Presley,9288,2.172,2.172,9.124,1,I got it right,Nicky minaj,22570683,1.74,1.74,6.731,1,I got it right,Barack Obama,534366,1.818,1.818,8.561,1,I got it right,,163893,2.032,2.032,4.301,1,"I recognised the person, but I could not remember their name",Amy Winehouse,939583,4.365,4.365,12.583,1,I got it right,,59720,0,0,2.603,0,I did not recognise the person,,8394551,0,0,4.002,0,"I recognised the person, but I could not remember their name",,43373,0,0,2.196,0,I did not recognise the person,,6050453,0,0,2.197,0,I did not recognise the person,,1806,0,0,3.43,0,"I recognised the person, but I could not remember their name",,21194008,0,0,3.098,0,"I recognised the person, but I could not remember their name",,31501,0,0,2.443,0,I did not recognise the person,,2844938,3.371,3.371,8.833,1,"I got it wrong, but the correct name was “on the tip of my tongue”",Justin Bieber,23680998,2.196,2.196,5.585,1,I got it right,,7886,0,0,2.605,0,I did not recognise the person,,11983273,0,0,3.679,0,I did not recognise the person,,8239846,0,0,3.009,0,"I recognised the person, but I could not remember their name",High School,Please write your answer below:,14,Humanities,Netherlands,ARMAOI08,No,,IM_6ro6G3R8qpOI1b7,Good,Good,Good,6-7.5 hours,Good,<1 glasses,No,No,,"It would be nice if for example the face of bob marley is shown except for just his pose. "
2019-10-30 09:23:39,2019-10-30 09:28:27,IP Address,137.56.60.19,100,287,True,2019-10-30 09:28:28,R_2frf8hwWDuyNQK1,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,PHMAKE18,,,,,,,2150841,2.217,2.869,3.502,2,I did not recognise the person,,364813,0,0,1.683,0,I did not recognise the person,sofia,27717,1.624,1.624,19.131,1,I did not recognise the person,Jonnhy dep,71870,1.514,1.514,4.407,1,I got it right,,299717,1.422,1.422,3.644,1,I did not recognise the person,Lady Gaga,17782843,0.996,0.996,2.952,1,I got it right,,147995,0,0,1.481,0,I did not recognise the person,Will sMith,154698,0.869,0.869,4.644,1,I got it right,Shakira,6479315,1.2,1.2,7.398,1,I got it right,Miley Cyrus,8135890,0.93,0.93,3.843,1,I got it right,,19672919,0.998,0.998,2.044,1,I did not recognise the person,Eminem,4429395,4.796,4.796,8.311,1,I got it right,,1806,0,0,11.622,0,I did not recognise the person,Emma stone,3741746,1.166,1.166,5.859,1,I got it right,,2925581,1.067,1.067,5.038,1,"I recognised the person, but I could not remember their name",Michael jackson,14995351,1.187,1.187,4.973,1,I got it right,Beyoncee,60070,0.767,1.411,2.769,2,I did not recognise the person,,327317,1.438,1.438,7.846,1,"I recognised the person, but I could not remember their name",,18617829,2.102,2.102,2.562,1,I did not recognise the person,Jennifer aniston,39942,0.973,0.973,34.077,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,Netherlands,,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Quite good,6-7.5 hours,Adequate,3+ glasses,No,No,,/
2019-10-30 09:16:49,2019-10-30 09:28:54,IP Address,84.24.192.189,100,725,True,2019-10-30 09:28:54,R_1rPKTrQlTcWmW91,,,,,51.585205078125,4.9945068359375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,Queen Elizabeth,12153654,1.665,1.665,10.567,1,I got it right,Celine Dion,203407,1.78,1.78,17.5,1,I got it right,Nicki Minaj,22570683,1.671,2.17,6.085,2,I got it right,Mila Kunis,400738,1.502,1.502,7.261,1,I got it right,,53494,0,0,2.784,0,I did not recognise the person,Jason Statham,707815,1.506,2.382,6.65,2,I got it right,,63741,0,0,3.383,0,I did not recognise the person,,262260,0,0,4.33,0,"I recognised the person, but I could not remember their name",Elvis Presley,9288,1.861,1.861,8.545,1,I got it right,Jay-Z,162870,1.997,1.997,4.799,1,I got it right,Cristiano Ronaldo,623737,1.921,3.742,11.656,3,I got it right,Brad Pitt,44849,2.04,2.04,7.605,1,I got it right,,21188633,0,0,3.782,0,"I recognised the person, but I could not remember their name",,53242,2.053,2.053,9.605,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,2318278,0,0,3.6,0,"I recognised the person, but I could not remember their name",,159547,0,0,4.139,0,"I recognised the person, but I could not remember their name",,37313,0,0,2.264,0,I did not recognise the person,,25695,0,0,2.359,0,I did not recognise the person,,56386,0,0,2.706,0,I did not recognise the person,,3747,0,0,5.696,0,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,,FRBETI29,No,,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Good,8-9.5 hours,Quite good,<1 glasses,No,No,,/
2019-10-30 09:17:42,2019-10-30 09:29:07,IP Address,134.19.189.205,100,684,True,2019-10-30 09:29:07,R_1QoVX5RXpWKqZ1u,,,,,52.3639984130859375,4.89129638671875,anonymous,EN,No,,Please write your answer below:,24,Male,,No,No picture is visible,2274234,2.55,11.693,21.157,3,I did not recognise the person,Tom Hanks,43568,1.783,1.783,5.855,1,I got it right,George W. Bush,3414021,1.691,1.691,7.25,1,I got it right,Katy Perry,16477368,1.512,1.512,5.601,1,I got it right,Nathalie Portman,38459,2.659,2.659,8.149,1,I got it right,Steven Hawking,19376148,1.282,1.282,4.862,1,I got it right,I do not know,24518,1.65,1.65,13.482,1,I did not recognise the person,Constance Wu,147873,2.082,2.082,13.706,1,"I recognised the person, but I could not remember their name",D.B Weiss,5040937,1.627,1.627,8.152,1,I did not recognise the person,Kesha,25571585,1.536,9.337,14.879,2,I got it right,Keisuke Honda,14670286,2.02,2.02,9.196,1,I got it right,Usain Bolt,4764846,1.686,1.686,5.036,1,I got it right,Lady Gaga,17782843,1.654,1.654,4.576,1,I got it right,I do not know,20218,1.724,1.724,25.688,1,I did not recognise the person,Reese Witherspoon,93560,1.708,1.708,8.381,1,I got it right,Yoko Ono,34350,1.743,1.743,7.265,1,I got it right,Scarlett Johannson,20913246,2.32,2.32,10.191,1,I got it right,Diana Ross,154695,2.017,2.017,13.784,1,I got it right,"Kirsten ",2629332,19.763,19.763,60.901,1,"I got it wrong, but the correct name was “on the tip of my tongue”",James Franco,1563002,1.788,2.169,5.493,2,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,19,Humanities,Netherlands,RAKHKA02,No,,IM_82lNBqJuIIrbCCN,Adequate,Quite good,Quite good,6-7.5 hours,Quite poor,,Yes,No,,"The first celebrity question did not show a picture. "
2019-10-30 09:24:53,2019-10-30 09:30:58,IP Address,137.56.1.145,100,365,True,2019-10-30 09:30:58,R_pAgvJexQiwwLF73,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,JAMAZW21,,,,,,,2964059,1.273,1.273,3.042,1,I did not recognise the person,,1235335,0,0,2.267,0,I did not recognise the person,,11217925,1.51,1.51,20.274,1,"I recognised the person, but I could not remember their name",,26531073,3.3,3.3,4.189,1,I did not recognise the person,,274539,3.025,3.025,7.244,1,"I recognised the person, but I could not remember their name",,102685,0,0,2.828,0,"I recognised the person, but I could not remember their name",messi,2150841,1.098,1.098,3.318,1,I got it right,,303225,0,0,2.399,0,I did not recognise the person,,2941511,0,0,2.67,0,I did not recognise the person,,6824,0,0,4.957,0,I did not recognise the person,,331124,0,0,1.445,0,I did not recognise the person,,643710,0,0,27.109,0,I did not recognise the person,,416641,0,0,1.583,0,I did not recognise the person,Avril Levene,165507,1.341,1.341,6.55,1,I got it right,Eminem,4429395,1.197,1.197,3.804,1,I got it right,nicole scherzinger,6803715,27.231,27.231,49.971,1,I got it right,steve jobs,7412236,2.435,2.435,9.81,1,I got it right,Selena Gomez,6844407,1.28,1.28,24.925,1,I got it right,Nick Jonas,18120823,1.57,1.57,5.161,1,"I got it wrong, but the correct name was “on the tip of my tongue”","Jennifer ANison ",39942,1.39,1.39,6.336,1,I got it right,Some university,Please write your answer below:,18,Other,Netherlands,,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Adequate,,,,No,No,,no suggestions
2019-10-30 09:14:39,2019-10-30 09:31:00,IP Address,87.214.200.184,100,981,True,2019-10-30 09:31:00,R_2qEL7Lc9sOjk5Dv,,,,,51.76849365234375,5.3036956787109375,anonymous,EN,No,,Please write your answer below:,25,Female,,No,Michael Jackson,14995351,1.37,1.37,4.757,1,I got it right,Rihanna,2110323,1.616,1.616,3.282,1,I got it right,Jennifer Lawrence,12684530,1.397,11.297,11.962,4,I got it right,,4637590,0,0,2.513,0,"I recognised the person, but I could not remember their name",Johnny Depp,71870,1.395,1.395,5.301,1,I got it right,Oprah Winfrey,20395872,1.695,1.695,5.341,1,I got it right,,27848,0,0,1.825,0,I did not recognise the person,,37313,0,0,3.281,0,"I recognised the person, but I could not remember their name",,159473,0,0,2.009,0,I did not recognise the person,Arjen Robben,756433,1.241,1.241,13.121,1,I got it right,Fergie,319659,1.495,2.429,4.432,2,I got it right,Steve Jobs,7412236,2.182,2.182,50.672,1,I got it right,The Pope,23805,1.585,2.012,5.906,2,"I recognised the person, but I could not remember their name",Pink,215566,1.225,1.225,2.633,1,I got it right,Hilary Duff,9287211,1.24,1.24,4.573,1,I got it right,Usher,215554,1.166,1.166,17.743,1,I got it right,,26941,0,0,1.694,0,I did not recognise the person,Ashton Kutcher,274539,1.103,1.103,5.011,1,I got it right,Lana del Rey,33209238,1.328,1.328,9.701,1,I got it right,,739547,0,0,1.498,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,19,Humanities,Netherlands,EDEREI16,Yes,up to 5 years,IM_eQmpmkTkwHIslkF,Quite good,Adequate,Quite good,4-5.5 hours,Quite poor,<1 glasses,No,No,,"I've noticed only 'Western' (Bruce Lee may be from Asian descend, but was born in America) celebrities were used. Only if it's relevant for the study, maybe add more European, Asian or even African celebrities. "
2019-10-30 09:29:00,2019-10-30 09:35:32,IP Address,84.24.192.189,100,392,True,2019-10-30 09:35:33,R_3R4yg3TQlwDKvAO,,,,,51.585205078125,4.9945068359375,anonymous,EN,Yes,FRBETI29,,,,,,Johnny Depp,71870,1.455,1.455,38.241,1,I got it right,,23300,0,0,2.812,0,"I recognised the person, but I could not remember their name",Drew Barrymore,19043935,2.732,2.732,11.692,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,5655,0,0,7.675,0,I did not recognise the person,,147368,0,0,2.589,0,I did not recognise the person,Celine dion,203407,1.398,1.398,6.442,1,I got it right,Britney Spears,3382,1.494,1.494,8.605,1,I got it right,,70938,0,0,2.588,0,I did not recognise the person,,4539602,0,0,2.664,0,"I recognised the person, but I could not remember their name",Michael Jackson,14995351,1.975,2.532,7.324,2,I got it right,Steve Jobs,7412236,2.198,3.461,7.578,3,I got it right,Robbert Pattinson,24041298,1.739,1.739,6.992,1,I got it right,,62666,0,0,3.886,0,"I recognised the person, but I could not remember their name",,178826,0,0,2.669,0,I did not recognise the person,Jay-Z,162870,1.689,1.689,7.258,1,I got it right,,20110751,0,0,2.101,0,I did not recognise the person,Emma Stone,3741746,2.03,2.03,6.539,1,I got it right,Tom Cruise,31460,1.581,2.296,55.622,2,I got it right,Lady Gaga,17782843,1.882,1.882,5.573,1,I got it right,Eminem,4429395,1.968,1.968,5.255,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,,,No,,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Good,,,,No,No,,/
2019-10-30 09:25:15,2019-10-30 09:36:16,IP Address,137.56.57.178,100,661,True,2019-10-30 09:36:17,R_5118Diu4ejkslTX,,,,,51.58349609375,5.0995941162109375,anonymous,EN,No,,Please write your answer below:,22,Female,,No,leonardo di caprio,44849,1.548,6.743,7.176,2,"I recognised the person, but I could not remember their name",miley cirus,8135890,1.703,1.802,6.405,2,I got it right,,252130,1.398,1.398,2.547,1,I did not recognise the person,ronaldo,623737,1.257,1.257,4.202,1,I got it right,,650426,1.086,1.086,2.318,1,I did not recognise the person,,5792809,1.202,1.202,3.145,1,"I recognised the person, but I could not remember their name",justin bieber,23680998,1.245,1.245,5.23,1,I got it right,stevie wonder,147311,1.738,1.738,6.587,1,I did not recognise the person,de paus,39660,1.902,1.902,5.517,1,"I recognised the person, but I could not remember their name",,1003976,0,0,3.102,0,I did not recognise the person,,146167,0,0,3.242,0,I did not recognise the person,hiroshimi,365175,2.027,2.027,6.964,1,I did not recognise the person,,147367,0,0,19.064,0,I did not recognise the person,,335017,0,0,2.42,0,I did not recognise the person,michael jackson,14995351,1.349,1.349,7.7,1,I did not recognise the person,,936829,0,0,3.095,0,I did not recognise the person,,72671,1.215,1.215,28.501,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,589725,0,0,6.442,0,I did not recognise the person,obama,534366,1.154,6.748,7.285,2,I got it right,,926934,0,0,6.918,0,I did not recognise the person,Associate's and/or Bachelor's degree,Please write your answer below:,18,Humanities,Netherlands,23,No,,IM_6ro6G3R8qpOI1b7,Good,Quite good,Quite good,6-7.5 hours,Good,<1 glasses,Yes,No,,-
2019-10-30 09:33:46,2019-10-30 09:40:10,IP Address,86.82.221.176,100,384,True,2019-10-30 09:40:11,R_2xVJfssuFzc5fRR,,,,,51.4727935791015625,5.56390380859375,anonymous,EN,No,,Please write your answer below:,23,Female,,No,,27834683,1.982,1.982,8.604,1,I did not recognise the person,,154099,5.596,5.596,8.031,1,I did not recognise the person,Justin bieber,23680998,3.977,3.977,7.523,1,I got it right,,1091334,2.097,2.097,4.396,1,I did not recognise the person,,741705,2.916,2.916,4.256,1,"I recognised the person, but I could not remember their name",Beyonce,83688,2.298,2.298,5.902,1,I got it right,,167595,0,0,2.466,0,I did not recognise the person,Geert,102096,2.702,2.702,5.711,1,I did not recognise the person,,665823,0,0,2.493,0,I did not recognise the person,,3356,2.728,2.728,4.423,1,"I recognised the person, but I could not remember their name",,13199916,5.092,5.092,8.679,1,"I recognised the person, but I could not remember their name",,60143,0,0,2.268,0,I did not recognise the person,,31341,0,0,2.053,0,I did not recognise the person,,30519,0,0,2.331,0,I did not recognise the person,,6967012,0,0,2.341,0,I did not recognise the person,"voetballer.. ",2150841,2.075,2.075,13.623,1,"I got it wrong, but the correct name was “on the tip of my tongue”",,7698038,2.059,2.059,3.239,1,I did not recognise the person,Daniel radcliff,153295,1.54,1.54,6.999,1,I got it right,,14670286,0,0,2.214,0,I did not recognise the person,,1434568,3.033,3.033,4.54,1,"I recognised the person, but I could not remember their name",Associate's and/or Bachelor's degree,Please write your answer below:,8,Humanities,Netherlands,JOWIUT11,Yes,up to 1 year,IM_6ro6G3R8qpOI1b7,Good,Adequate,Quite poor,6-7.5 hours,Good,1-2.5 glasses,No,No,,No
2019-10-30 09:42:15,2019-10-30 09:50:33,IP Address,143.176.129.80,100,497,True,2019-10-30 09:50:34,R_1rkrkwBdN9jA5Zc,,,,,51.5648040771484375,5.0782012939453125,anonymous,EN,No,,Please write your answer below:,25,Female,,No,Kim Kardashian,19394613,1.399,1.399,5.13,1,I got it right,,276433,0,0,6.357,0,I did not recognise the person,,171528,0,0,2.821,0,I did not recognise the person,Leonardo Dicaprio,44849,2.068,2.068,7.69,1,"I got it wrong, but the correct name was “on the tip of my tongue”",Eminem,4429395,2.452,2.452,3.653,1,I got it right,,244910,0,0,4.59,0,"I recognised the person, but I could not remember their name",Blake Lively,2265561,1.71,1.71,3.647,1,I got it right,Emma Watson,149243,1.548,1.548,3.453,1,I got it right,,203421,0,0,5.685,0,"I recognised the person, but I could not remember their name",,1221476,0,0,4.133,0,"I recognised the person, but I could not remember their name",,2687269,0,0,2.191,0,I did not recognise the person,Justin Bieber,23680998,1.581,1.581,4.569,1,I got it right,,48422,0,0,1.969,0,I did not recognise the person,,274539,0,0,10.115,0,"I got it wrong, but the correct name was “on the tip of my tongue”",Angelina Jolie,5792809,1.282,1.282,4.559,1,I got it right,,211518,0,0,2.058,0,I did not recognise the person,,276341,0,0,2.792,0,I did not recognise the person,,166959,0,0,19.248,0,"I recognised the person, but I could not remember their name",,345792,0,0,2.299,0,I did not recognise the person,Bob Marley,8239846,2.168,2.168,3.815,1,I got it right,Associate's and/or Bachelor's degree,Please write your answer below:,17,Humanities,Netherlands,PAINVE19,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Good,Quite good,Quite good,6-7.5 hours,Adequate,<1 glasses,No,No,,No
2019-10-30 09:11:33,2019-10-30 09:56:26,IP Address,137.56.47.27,100,2693,True,2019-10-30 09:56:27,R_2rGBsHJVAJkP1P2,,,,,51.58349609375,5.0995941162109375,anonymous,EN,Yes,ARFAAA13,,,,,,,144936,0,0,5.036,0,I did not recognise the person,,1353497,0,0,3.177,0,I did not recognise the person,,379216,0,0,5.66,0,I did not recognise the person,,20913246,0,0,2.94,0,I did not recognise the person,,274539,0,0,2.476,0,I did not recognise the person,,2575,0,0,2.196,0,I did not recognise the person,,214233,2.071,2.071,2.555,1,I did not recognise the person,,20762,0,0,3.127,0,I did not recognise the person,michael jackson,14995351,2.017,15.701,18.335,2,I got it right,,616622,0,0,2.879,0,I did not recognise the person,,149690,0,0,2.842,0,I did not recognise the person,,3382,0,0,4.548,0,"I recognised the person, but I could not remember their name",,162870,0,0,3.11,0,"I recognised the person, but I could not remember their name",,12300,0,0,2.691,0,I did not recognise the person,,52707,0,0,3.97,0,"I recognised the person, but I could not remember their name",,278119,0,0,2.439,0,I did not recognise the person,,26954,0,0,2.935,0,I did not recognise the person,,153557,0,0,4.279,0,I did not recognise the person,Rihanna,2110323,2.308,2.308,6.015,1,I got it right,,24095,0,0,2.709,0,"I got it wrong, but the correct name was “on the tip of my tongue”",Associate's and/or Bachelor's degree,Please write your answer below:,17,Science and Technology,Netherlands,,Yes,up to 5 years,IM_6ro6G3R8qpOI1b7,Quite good,Quite good,Quite good,6-7.5 hours,Quite good,<1 glasses,No,No,,"I felt like I didn't know anything. Doesn't give a good feeling, maybe you made it too complicated.."
